Year,Date,Month,Allotment,Plot,Community,Crop_Generic,Plants,Total_Flowers,Beetles,Hoverflies,Flies,Butterflies,Honeybees,Solitary_Bees,Wasps,Terrestris,Lapidarius,Pascuorum,Pratorum,Hypnorum,Hortorum ,Bumblebees
2018,2018-07-26,July,Keston,Katherine,Individual,Tomato,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,Katherine,Individual,Courgette,2.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,Katherine,Individual,Raspberry,20.0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-06-29,June,Keston,Katherine,Individual,Squash,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,Katherine,Individual,Strawberry,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,Katherine,Individual,Tomato,6.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Keston,Katherine,Individual,Apple,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Keston,Katherine,Individual,Apple,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,Katherine,Individual,Blackberry,7.0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,Katherine,Individual,Strawberry,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,Katherine,Individual,Strawberry,8.0,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Keston,Katherine,Individual,Strawberry,8.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Keston,Katherine,Individual,Strawberry,6.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Keston,Katherine,Individual,Strawberry,25.0,125,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Katherine,Individual,Courgette,3.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-26,September,Keston,Katherine,Individual,Raspberry,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Katherine,Individual,Raspberry,15.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Katherine,Individual,Squash,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Katherine,Individual,Squash,2.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-09-26,September,Keston,Katherine,Individual,Strawberry,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-26,September,Keston,Katherine,Individual,Strawberry,6.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Katherine,Individual,Strawberry,5.0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018,2018-08-24,August,Keston,Lisa,Individual,Rbean,10.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Lisa,Individual,Rbean,10.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-24,August,Keston,Lisa,Individual,Courgette,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-24,August,Keston,Lisa,Individual,Raspberry,100.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-24,August,Keston,Lisa,Individual,Tomato,4.0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-07-26,July,Keston,Lisa,Individual,Courgette,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-26,July,Keston,Lisa,Individual,Raspberry,40.0,80,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,2018-07-26,July,Keston,Lisa,Individual,Rbean,30.0,300,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-07-26,July,Keston,Lisa,Individual,Tomato,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-05,June,Keston,Lisa,Individual,Bbean,6.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-05,June,Keston,Lisa,Individual,Raspberry,50.0,500,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018,2018-06-29,June,Keston,Lisa,Individual,Rbean,12.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,Lisa,Individual,Tomato,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-05,June,Keston,Lisa,Individual,Tomato,5.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,Lisa,Individual,Blueberry,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,Lisa,Individual,Bbean,16.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,Lisa,Individual,Raspberry,50.0,350,0,0,0,0,7,0,0,1,1,0,0,2,0,4
2018,2018-05-25,May,Keston,Lisa,Individual,Tomato,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Lisa,Individual,Courgette,3.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-26,September,Keston,Lisa,Individual,Raspberry,100.0,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-06,September,Keston,Lisa,Individual,Raspberry,150.0,600,0,0,0,0,4,0,0,0,0,1,0,0,0,1
2018,2018-09-06,September,Keston,Lisa,Individual,Rbean,3.0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,RandomK_1,Individual,Bbean,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_10,Individual,Pear,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_11,Individual,Blueberry,2.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_12,Individual,Bbean,50.0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_13,Individual,Apple,1.0,500,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_14,Individual,Blueberry,2.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_15,Individual,Cherry,1.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,RandomK_2,Individual,Bbean,8.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,RandomK_3,Individual,Raspberry,14.0,168,0,0,0,0,3,0,0,0,0,0,1,0,0,1
2018,2018-04-26,April,Keston,RandomK_4,Individual,Apple,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,RandomK_5,Individual,Rbean,10.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-26,April,Keston,RandomK_6,Individual,Currant,3.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-26,July,Keston,RandomK_7,Individual,Courgette,4.0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018,2018-07-26,July,Keston,RandomK_7,Individual,Cucumber,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-26,July,Keston,RandomK_7,Individual,Squash,7.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-26,July,Keston,RandomK_7,Individual,Squash,22.0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,RandomK_7,Individual,Courgette,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,RandomK_7,Individual,Cucumber,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,RandomK_7,Individual,Rbean,12.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Keston,RandomK_7,Individual,Squash,9.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,RandomK_7,Individual,Strawberry,11.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-25,May,Keston,RandomK_8,Individual,Raspberry,40.0,1000,0,0,0,0,15,1,0,1,4,2,0,0,0,7
2018,2018-05-25,May,Keston,RandomK_9,Individual,Bbean,40.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Rbean,20.0,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Rbean,40.0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-01,August,Moulsecoomb,Community_M,Community,Courgette,12.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Courgette,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Cucumber,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-01,August,Moulsecoomb,Community_M,Community,Raspberry,10.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Raspberry,50.0,150,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Raspberry,20.0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Raspberry,75.0,225,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-09-01,August,Moulsecoomb,Community_M,Community,Raspberry,25.0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Raspberry,75.0,225,0,0,0,0,0,0,0,0,1,3,0,0,0,4
2017,2017-09-01,August,Moulsecoomb,Community_M,Community,Rbean,6.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Rbean,32.0,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-09-01,August,Moulsecoomb,Community_M,Community,Squash,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-11,August,Moulsecoomb,Community_M,Community,Squash,9.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-09-01,August,Moulsecoomb,Community_M,Community,Tomato,5.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Blackberry,,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Courgette,6.0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,2017-07-07,July,Moulsecoomb,Community_M,Community,Cucumber,1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Raspberry,10.0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Raspberry,10.0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Raspberry,75.0,150,0,0,0,0,0,0,1,0,0,4,2,0,0,6
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Raspberry,75.0,225,0,0,0,0,4,0,0,1,0,7,2,0,0,10
2017,2017-07-07,July,Moulsecoomb,Community_M,Community,Raspberry,100.0,200,0,0,0,0,2,2,0,1,0,1,0,0,0,2
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Raspberry,100.0,200,0,0,0,0,1,0,0,0,0,4,2,0,0,6
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Rbean,23.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Rbean,24.0,240,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Rbean,41.0,410,0,0,0,0,1,0,0,0,0,2,0,0,0,2
2017,2017-07-07,July,Moulsecoomb,Community_M,Community,Rbean,6.0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-07-07,July,Moulsecoomb,Community_M,Community,Rbean,27.0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Squash,6.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Squash,9.0,10,10,0,0,0,1,0,0,0,0,1,0,0,0,1
2017,2017-07-21,July,Moulsecoomb,Community_M,Community,Squash,13.0,13,13,1,0,0,2,0,0,2,0,0,0,0,0,2
2017,2017-07-07,July,Moulsecoomb,Community_M,Community,Squash,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-23,June,Moulsecoomb,Community_M,Community,Blackberry,,200,0,0,0,0,1,0,0,5,0,0,0,0,0,5
2017,2017-06-09,June,Moulsecoomb,Community_M,Community,Blackberry,,200,0,0,0,0,3,0,0,4,0,2,0,0,0,6
2017,2017-06-09,June,Moulsecoomb,Community_M,Community,Bbean,8.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-09,June,Moulsecoomb,Community_M,Community,Raspberry,10.0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-06-09,June,Moulsecoomb,Community_M,Community,Raspberry,15.0,75,0,0,0,0,0,0,0,0,0,1,2,0,0,3
2017,2017-06-23,June,Moulsecoomb,Community_M,Community,Rbean,11.0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-09,June,Moulsecoomb,Community_M,Community,Strawberry,5.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-23,June,Moulsecoomb,Community_M,Community,Tomato,12.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-09,June,Moulsecoomb,Community_M,Community,Tomato,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-05-26,May,Moulsecoomb,Community_M,Community,Bbean,17.0,119,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-05-26,May,Moulsecoomb,Community_M,Community,Strawberry,32.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-05-26,May,Moulsecoomb,Community_M,Community,Tomato,18.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Blueberry,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Bbean,12.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Bbean,46.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Cherry,1.0,50,0,4,1,0,0,1,0,1,0,0,0,0,0,1
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Cherry,1.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Cherry,1.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Cherry,1.0,1000,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Currant,5.0,500,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Currant,12.0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Gooseberry,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Gooseberry,2.0,200,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Gooseberry,8.0,800,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Moulsecoomb,Community_M,Community,Strawberry,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Courgette,8.0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Courgette,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Courgette,6.0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Raspberry,30.0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Raspberry,20.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Raspberry,3.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Raspberry,50.0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,3
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Raspberry,200.0,400,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Rbean,10.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Rbean,40.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Squash,4.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-08-31,August,Moulsecoomb,Community_M,Community,Squash,24.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Squash,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Squash,8.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Squash,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Moulsecoomb,Community_M,Community,Squash,6.0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Moulsecoomb,Community_M,Community,Cucumber,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Moulsecoomb,Community_M,Community,Pepper,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Moulsecoomb,Community_M,Community,Raspberry,100.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Moulsecoomb,Community_M,Community,Rbean,33.0,231,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-06-29,June,Moulsecoomb,Community_M,Community,Tomato,16.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-29,June,Moulsecoomb,Community_M,Community,Tomato,18.0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Apple,1.0,750,0,0,0,0,3,0,0,0,0,1,0,0,0,1
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Apple,1.0,1000,0,0,0,0,4,2,0,0,0,0,0,0,0,0
2018,2018-05-18,May,Moulsecoomb,Community_M,Community,Blackberry,1.0,40,0,0,0,0,2,0,0,0,0,1,0,0,0,1
2018,2018-05-18,May,Moulsecoomb,Community_M,Community,Blueberry,2.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Blueberry,4.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-18,May,Moulsecoomb,Community_M,Community,Bbean,20.0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Bbean,60.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Bbean,100.0,300,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Bbean,15.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-18,May,Moulsecoomb,Community_M,Community,Cucumber,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Currant,9.0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Currant,13.0,1300,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Gooseberry,2.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-04,May,Moulsecoomb,Community_M,Community,Pear,1.0,500,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018,2018-05-18,May,Moulsecoomb,Community_M,Community,Raspberry,8.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-18,May,Moulsecoomb,Community_M,Community,Tomato,10.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-21,September,Moulsecoomb,Community_M,Community,Courgette,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-21,September,Moulsecoomb,Community_M,Community,Raspberry,20.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-21,September,Moulsecoomb,Community_M,Community,Raspberry,100.0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-21,September,Moulsecoomb,Community_M,Community,Rbean,5.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-21,September,Moulsecoomb,Community_M,Community,Squash,30.0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Cucumber,4.0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Cucumber,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Pepper,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Pepper,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Rbean,5.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Strawberry,3.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-05,July,Moulsecoomb_Est,Dave_W,Community,Tomato,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Cherry,2.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Cherry,1.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Cherry,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Cherry,1.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Cherry,1.0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Currant,1.0,1000,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2018,2018-04-16,April,Racehill,Community_R,Community,Gooseberry,1.0,100,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,2018-04-16,April,Racehill,Community_R,Community,Gooseberry,1.0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-16,April,Racehill,Community_R,Community,Plum,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,3.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,4.0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,6.0,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,7.0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,6.0,180,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,5.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,3.0,225,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,4.0,300,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,6.0,300,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,4.0,360,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,1.0,500,0,0,0,0,2,1,0,0,0,0,0,0,0,0
