Month,Allotment,Crop,Flowers,Honeybees,Bumblebees,Hoverflies,Terrestris,Lapidarius,Pascuorum,Pratorum,Hypnorum,Hortorum
May,Racehill,Apple,200,0,0,0,0,0,0,0,0,0
May,Racehill,Apple,225,1,0,0,0,0,0,0,0,0
May,Racehill,Apple,300,0,0,0,0,0,0,0,0,0
May,Racehill,Apple,300,0,1,0,0,0,1,0,0,0
May,Racehill,Apple,360,1,0,1,0,0,0,0,0,0
May,Racehill,Apple,500,2,0,0,0,0,0,0,0,0
May,Racehill,Apple,540,1,0,0,0,0,0,0,0,0
May,Racehill,Apple,750,1,0,1,0,0,0,0,0,0
May,Racehill,Apple,1000,2,1,0,0,0,1,0,0,0
May,Racehill,Cherry,1000,0,0,0,0,0,0,0,0,0
May,Racehill,Currant,100,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,6,1,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,25,0,1,0,1,0,0,0,0,0
May,Roedale,Apple,30,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,50,0,1,0,1,0,0,0,0,0
May,Roedale,Apple,300,0,0,0,0,0,0,0,0,0
May,Roedale,Bbean,75,0,0,0,0,0,0,0,0,0
May,Roedale,Bbean,75,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,24,1,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,32,1,0,0,0,0,0,0,0,0
September,Roedale,Squash,3,1,0,0,0,0,0,0,0,0
August,Roedale,Rbean,60,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,120,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
August,Roedale,Cucumber,2,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,120,0,2,0,0,0,0,1,1,0
September,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
September,Roedale,Rbean,10,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,20,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,75,0,2,0,0,0,2,0,0,0
August,Roedale,Raspberry,45,0,2,0,0,0,1,1,0,0
August,Roedale,Rbean,60,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,12,7,0,0,0,0,0,0,0,0
August,Roedale,Squash,4,0,0,1,0,0,0,0,0,0
August,Roedale,Squash,15,1,0,0,0,0,0,0,0,0
July,Roedale,Courgette,6,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,12,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,150,0,2,0,0,0,2,0,0,0
July,Roedale,Raspberry,100,0,2,0,0,0,2,0,0,0
July,Roedale,Raspberry,20,0,1,0,0,0,1,0,0,0
July,Roedale,Squash,7,0,1,0,1,0,0,0,0,0
July,Roedale,Squash,25,1,0,0,0,0,0,0,0,0
July,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
April,Roedale,Cherry,10,0,0,0,0,0,0,0,0,0
April,Roedale,Currant,100,0,0,0,0,0,0,0,0,0
April,Roedale,Currant,300,0,0,0,0,0,0,0,0,0
April,Roedale,Plum,100,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,6,0,1,0,1,0,0,0,0,0
August,Roedale,Raspberry,20,0,1,0,0,0,1,0,0,0
August,Roedale,Rbean,10,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,5,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,3,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,40,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,40,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,13,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,16,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,300,0,2,0,1,0,1,0,0,0
May,Roedale,Cherry,50,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,300,0,0,0,0,0,0,0,0,0
May,Roedale,Gooseberry,200,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,6,0,1,0,0,0,1,0,0,0
May,Roedale,Strawberry,90,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,60,0,0,0,0,0,0,0,0,0
September,Roedale,Raspberry,80,0,2,0,0,0,2,0,0,0
September,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,100,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,30,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,210,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,25,0,1,0,0,0,1,0,0,0
August,Roedale,Rbean,50,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,9,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,9,0,0,0,0,0,0,0,0,0
September,Roedale,Rbean,60,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,4,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,30,0,2,0,0,0,2,0,0,0
July,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
July,Roedale,Cucumber,10,0,0,0,0,0,0,0,0,0
July,Roedale,Cucumber,15,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,20,0,1,0,0,0,1,0,0,0
July,Roedale,Rbean,24,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
July,Roedale,Tomato,35,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,56,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,20,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,20,0,0,0,0,0,0,0,0,0
June,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,42,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,10,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,60,0,0,0,0,0,0,0,0,0
June,Roedale,Tomato,200,0,1,0,0,0,1,0,0,0
September,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
September,Roedale,Cucumber,6,0,0,0,0,0,0,0,0,0
September,Roedale,Raspberry,150,1,1,0,0,0,1,0,0,0
August,Roedale,Blackberry,30,4,1,0,0,0,1,0,0,0
August,Roedale,Blackberry,40,3,0,0,0,0,0,0,0,0
August,Roedale,Blackberry,20,2,0,0,0,0,0,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,60,3,1,0,0,0,1,0,0,0
August,Roedale,Raspberry,200,0,2,0,0,0,2,0,0,0
August,Roedale,Raspberry,90,3,4,0,0,0,4,0,0,0
August,Roedale,Rbean,6,0,2,0,0,0,2,0,0,0
August,Roedale,Rbean,10,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,8,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,20,0,1,0,1,0,0,0,0,0
August,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,120,1,2,0,1,0,1,0,0,0
August,Roedale,Rbean,15,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,50,0,1,0,1,0,0,0,0,0
August,Roedale,Rbean,100,0,1,0,0,0,1,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,3,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,4,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,4,0,0,0,0,0,0,0,0,0
July,Roedale,Blackberry,10,0,1,0,0,0,1,0,0,0
July,Roedale,Blackberry,50,2,1,0,1,0,0,0,0,0
July,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,3,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
July,Roedale,Cucumber,10,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,3,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,10,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,75,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,24,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,24,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,60,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,150,0,1,0,0,0,1,0,0,0
July,Roedale,Rbean,9,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,13,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,80,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,40,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,54,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,4,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,4,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,1,0,1,0,0,0,0,0
July,Roedale,Squash,6,3,1,0,1,0,0,0,0,0
July,Roedale,Squash,7,0,1,0,1,0,0,0,0,0
July,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
July,Roedale,Tomato,7,0,0,0,0,0,0,0,0,0
July,Roedale,Tomato,6,0,0,0,0,0,0,0,0,0
July,Roedale,Tomato,4,0,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,50,1,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,500,10,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,150,0,5,0,3,0,0,2,0,0
June,Roedale,Bbean,600,0,2,0,2,0,0,0,0,0
June,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
June,Roedale,Cucumber,8,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,300,1,3,0,0,0,1,2,0,0
June,Roedale,Raspberry,300,0,1,0,0,0,1,0,0,0
June,Roedale,Rbean,10,0,0,0,0,0,0,0,0,0
June,Roedale,Rbean,12,0,0,0,0,0,0,0,0,0
June,Roedale,Rbean,21,0,0,0,0,0,0,0,0,0
June,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
June,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,3,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,800,0,13,0,0,0,0,13,0,0
April,Roedale,Gooseberry,200,0,0,0,0,0,0,0,0,0
April,Roedale,Plum,200,0,1,0,1,0,0,0,0,0
August,Roedale,Courgette,5,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,60,0,2,0,0,0,2,0,0,0
August,Roedale,Rbean,20,0,1,0,0,0,1,0,0,0
July,Roedale,Courgette,3,0,0,0,0,0,0,0,0,0
July,Roedale,Cucumber,2,0,0,0,0,0,0,0,0,0
July,Roedale,Cucumber,16,0,1,0,0,0,1,0,0,0
July,Roedale,Rbean,42,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,168,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,230,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,60,0,1,0,0,0,0,1,0,0
June,Roedale,Raspberry,200,0,4,0,0,0,4,0,0,0
June,Roedale,Rbean,75,0,0,0,0,0,0,0,0,0
June,Roedale,Rbean,75,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,3,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,10,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,200,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,5,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,20,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,200,0,0,0,0,0,0,0,0,0
May,Roedale,Blueberry,50,0,0,0,0,0,0,0,0,0
May,Roedale,Blueberry,50,0,0,0,0,0,0,0,0,0
May,Roedale,Blueberry,50,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,300,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,600,0,1,1,1,0,0,0,0,0
May,Roedale,Gooseberry,100,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,4,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,375,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,200,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,55,0,0,0,0,0,0,0,0,0
September,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
April,Roedale,Cherry,200,0,0,0,0,0,0,0,0,0
April,Roedale,Currant,100,0,0,0,0,0,0,0,0,0
April,Roedale,Gooseberry,100,0,0,0,0,0,0,0,0,0
April,Roedale,Gooseberry,300,0,1,0,0,0,0,1,0,0
April,Roedale,Gooseberry,100,0,2,0,1,0,0,1,0,0
August,Roedale,Courgette,4,0,2,0,0,0,2,0,0,0
August,Roedale,Raspberry,60,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,25,0,1,0,0,0,1,0,0,0
July,Roedale,Rbean,60,0,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,800,2,3,0,2,0,1,0,0,0
June,Roedale,Blackberry,800,2,3,0,2,0,1,0,0,0
June,Roedale,Blackberry,30,0,1,0,0,0,0,1,0,0
June,Roedale,Bbean,5,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,8,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,9,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,10,0,1,0,0,0,1,0,0,0
June,Roedale,Raspberry,15,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,30,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,4,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,4,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,9,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,18,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,30,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,7,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,100,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,100,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,100,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,100,0,0,0,0,0,0,0,0,0
May,Roedale,Gooseberry,100,0,0,0,0,0,0,0,0,0
May,Roedale,Gooseberry,100,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,4,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,2,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,3,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,20,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,15,0,0,0,0,0,0,0,0,0
September,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
September,Roedale,Raspberry,300,1,7,0,0,0,7,0,0,0
August,Roedale,Rbean,30,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,4,1,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,120,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,150,0,1,0,0,0,1,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,3,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,6,0,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,150,2,1,2,0,0,1,0,0,0
June,Roedale,Blackberry,9,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,90,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,4,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,75,0,0,0,0,0,0,0,0,0
September,Roedale,Courgette,3,0,0,0,0,0,0,0,0,0
September,Roedale,Raspberry,150,2,5,0,0,0,5,0,0,0
September,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
September,Roedale,Strawberry,12,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,12,0,1,0,0,0,1,0,0,0
August,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
August,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,30,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,100,1,3,0,0,0,3,0,0,0
August,Roedale,Raspberry,10,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,1,0,1,0,0,0,0,0
July,Roedale,Courgette,2,0,0,0,0,0,0,0,0,0
July,Roedale,Courgette,1,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,60,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,5,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,8,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,3,0,1,0,1,0,0,0,0,0
July,Roedale,Squash,2,1,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,200,4,0,0,0,0,0,0,0,0
June,Roedale,Bbean,250,0,0,0,0,0,0,0,0,0
May,Roedale,Bbean,200,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,100,0,3,0,0,0,0,3,0,0
May,Roedale,Strawberry,4,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,24,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,30,0,0,0,0,0,0,0,0,0
April,Roedale,Cherry,50,1,0,1,0,0,0,0,0,0
April,Roedale,Cherry,50,0,1,2,1,0,0,0,0,0
April,Roedale,Gooseberry,300,1,0,0,0,0,0,0,0,0
August,Roedale,Rbean,25,0,1,0,0,0,0,0,0,1
August,Roedale,Squash,4,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,3,2,0,0,0,0,0,0,0,0
August,Roedale,Squash,5,1,1,0,1,0,0,0,0,0
July,Roedale,Squash,5,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,16,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,16,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,60,0,1,0,0,0,1,0,0,0
June,Roedale,Bbean,30,0,1,0,1,0,0,0,0,0
May,Roedale,Apple,150,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,10,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,500,0,0,0,0,0,0,0,0,0
May,Roedale,Gooseberry,500,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,6,0,0,0,0,0,0,0,0,0
September,Roedale,Rbean,40,0,0,0,0,0,0,0,0,0
September,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,30,0,0,1,0,0,0,0,0,0
August,Roedale,Raspberry,15,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,80,0,0,0,0,0,0,0,0,0
August,Roedale,Raspberry,10,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,6,1,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,27,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,10,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,6,1,0,0,0,0,0,0,0,0
July,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
July,Roedale,Tomato,330,0,0,0,0,0,0,0,0,0
June,Roedale,Raspberry,20,0,0,0,0,0,0,0,0,0
May,Roedale,Blackberry,800,1,1,0,0,0,1,0,0,0
May,Roedale,Strawberry,30,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,32,0,0,0,0,0,0,0,0,0
September,Roedale,Raspberry,12,0,3,0,0,0,3,0,0,0
September,Roedale,Raspberry,30,0,0,0,0,0,0,0,0,0
September,Roedale,Raspberry,45,0,0,0,0,0,0,0,0,0
September,Roedale,Rbean,9,0,0,0,0,0,0,0,0,0
September,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,16,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,100,2,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
July,Roedale,Rbean,150,0,1,0,0,0,1,0,0,0
July,Roedale,Rbean,150,0,0,1,0,0,0,0,0,0
July,Roedale,Rbean,300,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,2,0,0,0,0,0,0,0,0,0
July,Roedale,Squash,7,0,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,50,1,0,0,0,0,0,0,0,0
June,Roedale,Blackberry,50,0,3,0,2,0,1,0,0,0
June,Roedale,Rbean,150,0,0,0,0,0,0,0,0,0
June,Roedale,Rbean,100,0,0,0,0,0,0,0,0,0
June,Roedale,Strawberry,6,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,14,0,1,0,0,0,0,1,0,0
April,Roedale,Gooseberry,400,0,0,0,0,0,0,0,0,0
April,Roedale,Plum,100,0,1,2,1,0,0,0,0,0
April,Roedale,Plum,50,0,1,2,0,0,1,0,0,0
June,Roedale,Blackberry,100,0,0,5,0,0,0,0,0,0
June,Roedale,Blackberry,45,0,1,0,1,0,0,0,0,0
June,Roedale,Raspberry,10,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,100,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,150,1,0,0,0,0,0,0,0,0
May,Roedale,Apple,500,0,0,0,0,0,0,0,0,0
May,Roedale,Currant,200,0,0,0,0,0,0,0,0,0
May,Roedale,Gooseberry,100,0,1,0,0,0,1,0,0,0
May,Roedale,Gooseberry,400,0,0,0,0,0,0,0,0,0
May,Roedale,Raspberry,16,3,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,20,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,6,0,0,0,0,0,0,0,0,0
May,Roedale,Bbean,65,0,0,0,0,0,0,0,0,0
May,Roedale,Bbean,90,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,24,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,24,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,500,1,0,0,0,0,0,0,0,0
July,Roedale,Courgette,9,0,0,0,0,0,0,0,0,0
July,Roedale,Raspberry,9,0,1,0,0,0,1,0,0,0
July,Roedale,Rbean,20,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,200,0,1,0,1,0,0,0,0,0
April,Roedale,Apple,50,5,1,3,0,0,0,1,0,0
April,Roedale,Cherry,150,0,0,3,0,0,0,0,0,0
April,Roedale,Pear,10,0,0,0,0,0,0,0,0,0
April,Roedale,Plum,50,0,0,1,0,0,0,0,0,0
April,Roedale,Plum,50,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,30,0,1,0,0,0,1,0,0,0
May,Roedale,Apple,30,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,100,1,0,0,0,0,0,0,0,0
April,Roedale,Currant,200,0,2,0,1,0,0,1,0,0
April,Roedale,Currant,200,0,0,0,0,0,0,0,0,0
April,Roedale,Currant,200,0,0,0,0,0,0,0,0,0
April,Roedale,Gooseberry,300,0,1,0,1,0,0,0,0,0
May,Roedale,Cherry,1000,5,1,0,1,0,0,0,0,0
April,Roedale,Plum,2000,3,0,2,0,0,0,0,0,0
April,Roedale,Plum,100,1,1,0,0,1,0,0,0,0
May,Roedale,Apple,10,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,20,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,30,0,0,0,0,0,0,0,0,0
May,Roedale,Apple,100,0,0,0,0,0,0,0,0,0
May,Roedale,Cherry,500,0,0,0,0,0,0,0,0,0
August,Roedale,Rbean,35,0,0,0,0,0,0,0,0,0
August,Roedale,Physalis,90,0,0,0,0,0,0,0,0,0
August,Roedale,Physalis,60,0,0,1,0,0,0,0,0,0
August,Roedale,Squash,1,0,0,0,0,0,0,0,0,0
August,Roedale,Tomato,10,0,0,0,0,0,0,0,0,0
August,Roedale,Tomato,30,0,0,0,0,0,0,0,0,0
July,Roedale,Tomato,154,0,0,0,0,0,0,0,0,0
June,Roedale,Bbean,500,0,2,0,0,0,2,0,0,0
June,Roedale,Tomato,200,0,1,0,0,0,1,0,0,0
May,Roedale,Apple,15,0,0,0,0,0,0,0,0,0
May,Roedale,Strawberry,48,0,0,0,0,0,0,0,0,0
September,Roedale,Physalis,30,0,0,2,0,0,0,0,0,0
September,Roedale,Rbean,25,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,5,2,0,0,0,0,0,0,0,0
August,Weald,Squash,4,3,0,0,0,0,0,0,0,0
August,Weald,Raspberry,30,1,1,0,0,0,1,0,0,0
August,Weald,Raspberry,120,0,1,0,0,0,1,0,0,0
August,Weald,Raspberry,15,1,0,0,0,0,0,0,0,0
August,Weald,Raspberry,50,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,60,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,140,2,0,0,0,0,0,0,0,0
August,Weald,Squash,5,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,20,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,30,0,1,0,0,1,0,0,0,0
July,Weald,Raspberry,16,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,140,4,0,0,0,0,0,0,0,0
July,Weald,Rbean,140,2,0,1,0,0,0,0,0,0
July,Weald,Rbean,36,0,0,0,0,0,0,0,0,0
July,Weald,Squash,2,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,20,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,40,0,3,0,1,0,2,0,0,0
June,Weald,Raspberry,54,0,2,1,0,1,0,1,0,0
June,Weald,Rbean,6,0,0,0,0,0,0,0,0,0
June,Weald,Rbean,12,0,0,0,0,0,0,0,0,0
June,Weald,Rbean,90,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,3,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,25,0,0,0,0,0,0,0,0,0
August,Weald,Squash,1,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,7,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,10,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,9,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,15,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,110,0,0,1,0,0,0,0,0,0
July,Weald,Squash,4,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,3,0,0,0,0,0,0,0,0,0
